gene_name,dN,dS,omega,midpoint,tmp_pos
I33_RS14915,0.0065,0.234675,0.0312275,2995607.875,1219998.125
I33_RS14920,0.0131,0.2231,0.07551,2997545.75,1218060.25
I33_RS14975,0.0083,0.2636,0.03156,3010256.5,1205349.5
I33_RS14990,0.0241,0.296,0.08138,3012440.5,1203165.5
I33_RS14995,0.0012,0.2817,0.0041,3013741.5,1201864.5
I33_RS15000,0.0111,0.2811,0.03959,3014770,1200836
I33_RS15005,0,0.2248,0,3015704.5,1199901.5
I33_RS15015,0.0183,0.32385,0.05842,3017310,1198296
I33_RS15020,0.0029,0.1415,0.02064,3017947.5,1197658.5
I33_RS15025,0.03035,0.30985,0.09052,3018827.25,1196778.75
I33_RS15035,0.02335,0.2755,0.082965,3020161,1195445
I33_RS15040,0.0171,0.3745,0.04558,3021634.5,1193971.5
I33_RS15050,0.0426,0.3956,0.10763,3022862.5,1192743.5
I33_RS15060,0.0174,0.3111,0.05581,3024471.5,1191134.5
I33_RS15065,0.0075,0.17875,0.02099,3025950,1189656
I33_RS15075,0.0434,0.3381,0.12828,3027529.5,1188076.5
I33_RS15080,0.213,3.3827,0.06297,3028965.5,1186640.5
I33_RS15095,0.0193666666666667,0.247333333333333,0.0760333333333333,3032719.33333333,1182886.66666667
I33_RS15105,0.0436,0.308,0.14141,3034565.5,1181040.5
I33_RS15110,0.0022,0.0648,0.03318,3036031,1179575
I33_RS15120,0.0089,0.3015,0.02962,3039072,1176534
I33_RS15130,0.0201,0.1623,0.12362,3040408,1175198
I33_RS15135,0.02755,0.31835,0.09962,3041519.5,1174086.5
I33_RS15150,0.0192,0.4158,0.04623,3042933,1172673
I33_RS15160,0.0123,0.2391,0.0516,3043699,1171907
I33_RS15165,0.0034,0.2303,0.01547,3045325,1170281
I33_RS15175,0.0389,0.297,0.14651,3047128,1168478
I33_RS15185,0.0041,0.2584,0.01594,3048826,1166780
I33_RS15210,0.019,0.2069,0.09164,3053045.5,1162560.5
I33_RS15220,0.00865,0.22835,0.03752,3054057.5,1161548.5
I33_RS15235,0.0089,0.3382,0.02642,3055783.5,1159822.5
I33_RS15240,0.0139,0.1609,0.08619,3056637.5,1158968.5
I33_RS15250,0.015525,0.298975,0.048355,3059279.125,1156326.875
I33_RS15255,0.0344,0.293733333333333,0.0946933333333333,3062669.16666667,1152936.83333333
I33_RS15260,0.0492,0.2449,0.19705,3065647.25,1149958.75
I33_RS15275,0.0303,0.3945,0.07671,3068115.5,1147490.5
I33_RS15280,0.0136,0.2681,0.05083,3069557,1146049
I33_RS15285,0.1104,0.4328,0.25513,3070821.5,1144784.5
I33_RS15295,0.01965,0.294816666666667,0.0535566666666667,3074217.75,1141388.25
I33_RS15300,0.04015,0.24215,0.149645,3078730.5,1136875.5
I33_RS15305,0.0479,0.29285,0.18581,3080409,1135197
I33_RS15310,0.0465,0.3758,0.12365,3081690,1133916
I33_RS15315,0.0107,0.1986,0.05393,3082741,1132865
I33_RS15320,0.0422,0.3874,0.10893,3083970,1131636
I33_RS15330,0.0226,0.391,0.05775,3085125,1130481
I33_RS15335,0.0214,0.3154,0.06776,3086527,1129079
I33_RS15340,0.0049,0.1774,0.02756,3087751,1127855
I33_RS15350,0.0702,0.3692,0.19009,3089819.5,1125786.5
I33_RS15360,0.03785,0.3394,0.10407,3091411,1124195
I33_RS15365,0.0752,0.411,0.18299,3092765.5,1122840.5
I33_RS15370,0.0299,0.3975,0.07525,3094016,1121590
I33_RS15375,0.0628,0.3569,0.176,3095073,1120533
I33_RS15385,0.0623,0.3405,0.18287,3096114.5,1119491.5
I33_RS15390,0.0266,0.3466,0.07662,3097299,1118307
I33_RS15405,0.0281,0.2628,0.107,3100449,1115157
I33_RS15420,0.0221,0.1576,0.14008,3102356.5,1113249.5
I33_RS15425,0.0119,0.241,0.04951,3103836,1111770
I33_RS15435,0.0042,0.0384,0.10849,3105634.5,1109971.5
I33_RS15445,0.0337,0.3493,0.09645,3106602.5,1109003.5
I33_RS15450,0.036,0.3977,0.09052,3107828.5,1107777.5
I33_RS15455,0.0708,0.3295,0.21474,3108987,1106619
I33_RS15460,0.0533,0.3274,0.16268,3110361,1105245
I33_RS15465,0.0146,0.5162,0.0283,3111713.5,1103892.5
I33_RS15470,0.05,0.326,0.15335,3112687.5,1102918.5
I33_RS15475,0.0378,0.3652,0.10351,3113539,1102067
I33_RS15480,0.0179,0.3937,0.04546,3114628,1100978
I33_RS15500,0.2152,1.1311,0.19022,3116477.5,1099128.5
I33_RS15505,0.3163,1.5312,0.20661,3117891,1097715
I33_RS15510,0.0219,0.123,0.17839,3119047.5,1096558.5
I33_RS15520,0.01415,0.3855,0.040465,3120086,1095520
I33_RS15525,0.03015,0.3723,0.080535,3121525.75,1094080.25
I33_RS15530,0.0105,0.2748,0.03836,3122346,1093260
I33_RS15535,0.0253,0.3366,0.07526,3123051.5,1092554.5
I33_RS15540,0.0245,0.1951,0.12542,3123747.5,1091858.5
I33_RS15545,0.0169,0.3761,0.04506,3124945.5,1090660.5
I33_RS15550,0.0021,0.1787,0.012,3126726,1088880
I33_RS15555,0.0047,0.1687,0.02815,3128426,1087180
I33_RS15580,0.0055,0.2388,0.02317,3133764.5,1081841.5
I33_RS15585,0.0166,0.275166666666667,0.0675166666666667,3135218.16666667,1080387.83333333
I33_RS15590,0.0063,0.2345,0.02679,3136456.5,1079149.5
I33_RS15595,0.0157,0.3554,0.04426,3137120.5,1078485.5
I33_RS15600,0.0064,0.2505,0.02116,3137969.5,1077636.5
I33_RS15605,0.0001,0.558,0.0001,3139102,1076504
I33_RS15610,0.0098,0.4004,0.02458,3140096.5,1075509.5
I33_RS15615,0.0416,0.4275,0.09731,3142514.5,1073091.5
I33_RS15630,0.0258,0.4117,0.06263,3144643,1070963
I33_RS15635,0.0386,0.4142,0.09307,3145498,1070108
I33_RS15640,0.0122,0.3974,0.03072,3146792.5,1068813.5
I33_RS15645,0.0316,0.242,0.13072,3148083,1067523
I33_RS15650,0,0.2344,0,3149304,1066302
I33_RS15655,0.0571,0.3126,0.18266,3150158.5,1065447.5
I33_RS15660,0.0359,0.3209,0.11198,3151438.5,1064167.5
I33_RS15680,0.0123,0.6987,0.01767,3154366.5,1061239.5
I33_RS15690,0.0527,0.3591,0.14683,3155151.5,1060454.5
I33_RS15695,0.05605,0.29505,0.189915,3156925.5,1058680.5
I33_RS15710,0.05,0.2363,0.21162,3159605.5,1056000.5
I33_RS15715,0.0273,0.4604,0.05939,3160218.5,1055387.5
I33_RS15720,0.0328,0.2194,0.14937,3161327.5,1054278.5
I33_RS15730,0.0318,0.2628,0.12085,3162626.5,1052979.5
I33_RS15740,0.061,0.3374,0.18086,3163470.5,1052135.5
I33_RS15755,0.0177,0.4191,0.04225,3164925.5,1050680.5
I33_RS15760,0.0405,0.3485,0.11613,3166849.5,1048756.5
I33_RS15765,0.0155,0.3424,0.049135,3168636,1046970
I33_RS15770,0.0328,0.3007,0.10892,3170707.5,1044898.5
I33_RS15825,0.0224,0.3831,0.05837,3179592,1036014
I33_RS15830,0.1001,0.3417,0.29289,3180186.5,1035419.5
I33_RS15835,0.0089,0.3107,0.02866,3181229.5,1034376.5
I33_RS15840,0.0413,0.28845,0.1432,3182614,1032992
I33_RS15845,0.045,0.2563,0.17557,3183500.5,1032105.5
I33_RS15850,0.0105,0.2714,0.0386,3184471,1031135
I33_RS15855,0.0154,0.3342,0.04603,3185828,1029778
I33_RS15860,0.03145,0.2604,0.12101,3187404.75,1028201.25
I33_RS15870,0.0277,0.4379,0.06493,3189252.75,1026353.25
I33_RS15875,0,0.2378,0,3190593.5,1025012.5
I33_RS15880,0.0279,0.293,0.09527,3191258,1024348
I33_RS15890,0.0572,0.3673,0.15564,3192610.5,1022995.5
I33_RS15895,0.0318,0.3052,0.10412,3194105.5,1021500.5
I33_RS15900,0.0142,0.2919,0.04851,3195050,1020556
I33_RS15910,0.0168,0.3665,0.04584,3196141,1019465
I33_RS15915,0.0231,0.3768,0.06132,3197399,1018207
I33_RS15925,0.048,0.3004,0.15995,3199391.5,1016214.5
I33_RS15930,0.0672,0.2902,0.23169,3200293.5,1015312.5
I33_RS15935,0.0291,0.2633,0.11067,3201415,1014191
I33_RS15940,0.0364,0.3615,0.1008,3202870.5,1012735.5
I33_RS15965,0.0199,0.3309,0.06018,3207161.5,1008444.5
I33_RS15970,0.0371,0.3236,0.1145,3208386,1007220
I33_RS15980,0.0495,0.3132,0.15808,3210129,1005477
I33_RS15985,0.0204,0.3167,0.06434,3211439,1004167
I33_RS15995,0.0347,0.28305,0.13049,3213214.25,1002391.75
I33_RS16000,0.034,0.4129,0.08223,3214053,1001553
I33_RS16005,0.0424,0.3388,0.12528,3215204,1000402
I33_RS16010,0.0188,0.3366,0.05596,3216807.5,998798.5
I33_RS16020,0.0392,0.162,0.2046,3218089.75,997516.25
I33_RS16035,0.04,0.302466666666667,0.141643333333333,3220645.16666667,994960.833333333
I33_RS16050,0.013,0.3021,0.04313,3224052.5,991553.5
I33_RS16055,0,0.1841,0,3224982,990624
I33_RS16065,0.0058,0.22885,0.02373,3226767.5,988838.5
I33_RS16070,0.0408,0.26715,0.24115,3228959.5,986646.5
I33_RS16075,0.0421,0.2733,0.163235,3231151,984455
I33_RS16080,0.01775,0.27145,0.084625,3232694.25,982911.75
I33_RS16085,0.0138,0.2617,0.05281,3234851,980755
I33_RS16100,0.0057,0.1153,0.04957,3236700.5,978905.5
I33_RS16105,0.01435,0.2911,0.050025,3238531,977075
I33_RS16135,0.05735,0.2594,0.26908,3245851.25,969754.75
I33_RS16150,0.0235,0.296,0.07929,3247790,967816
I33_RS16165,0.0149,0.2799,0.05336,3250506,965100
I33_RS16170,0.046,0.3904,0.11771,3252188,963418
I33_RS16175,0.284125,6.06375,0.0347675,3253976.5,961629.5
I33_RS16180,1.43543333333333,23.6825,0.06724,3255362,960244
I33_RS16190,0.82325,8.46415,0.100945,3256694.5,958911.5
I33_RS16195,0,0.0237,0,3257162,958444
I33_RS16200,0.1163,0.401,0.28997,3257863.5,957742.5
I33_RS16210,0.0219,0.2704,0.08082,3258665,956941
I33_RS16215,0.0057,0.2985,0.019,3260139,955467
I33_RS16220,0.015,0.1432,0.10474,3261166.5,954439.5
I33_RS16225,0.0582,0.29335,0.19602,3261935.5,953670.5
I33_RS16230,0.1264,0.9125,0.13855,3262440.5,953165.5
I33_RS16235,0.03415,0.2947,0.10758,3263597.5,952008.5
I33_RS16240,0.0059,0.1528,0.03857,3264383,951223
I33_RS16245,0.0157,0.3125,0.05018,3264943,950663
I33_RS16250,0.0381,0.30145,0.126415,3266099.5,949506.5
I33_RS16260,0.60345,36.8175,0.10621,3267732.75,947873.25
I33_RS16265,0.695,37.1178,0.01872,3268669.5,946936.5
I33_RS16270,0.095,0.4878,0.19478,3269397,946209
I33_RS16285,0.0169,0.288,0.05856,3272160.5,943445.5
I33_RS16300,0.0119,0.0887,0.102385,3276119.5,939486.5
I33_RS16310,0.0286,0.372,0.07699,3277611.5,937994.5
I33_RS16315,0.0191,0.3967,0.04805,3279911.5,935694.5
I33_RS16320,0.0267,0.1478,0.18088,3280397,935209
I33_RS16335,0.0434,0.3131,0.13869,3284690,930916
I33_RS16350,0.02365,0.31625,0.086375,3288037.5,927568.5
I33_RS16355,0.0365,0.3816,0.09569,3289450.5,926155.5
I33_RS16360,0.0277,0.3821,0.07247,3290611,924995
I33_RS16365,0.04185,0.32015,0.121395,3291557.25,924048.75
I33_RS16370,0.0567,0.3288,0.17245,3292915.5,922690.5
I33_RS16380,0.02235,0.35315,0.06796,3294220.25,921385.75
I33_RS16385,0.0374,0.3709,0.10096,3295606,920000
I33_RS16395,0.0217,0.3014,0.07212,3297168,918438
I33_RS16400,0.0261,0.2492,0.10456,3298612,916994
I33_RS16405,0.0448,0.1644,0.2724,3299504,916102
I33_RS16410,0.006,0.3377,0.017175,3301364.5,914241.5
I33_RS16420,0.0212,0.3688,0.05747,3303532,912074
I33_RS16425,0.0477,0.40405,0.103575,3305391,910215
I33_RS16430,0.0237,0.2759,0.08584,3306467,909139
I33_RS16440,0.0067,0.18305,0.040605,3308943.25,906662.75
I33_RS16445,0.0189,0.17145,0.070075,3310363,905243
I33_RS16455,0.057,0.3385,0.16828,3311749.5,903856.5
I33_RS16460,0.0125,0.2844,0.04382,3313305.5,902300.5
I33_RS16470,0.0121,0.3425,0.03524,3314300.5,901305.5
I33_RS16475,0.0065,0.2142,0.03018,3315480,900126
I33_RS16480,0.0264,0.3478,0.07594,3316845.5,898760.5
I33_RS16485,0.0129,0.2352,0.058985,3318083.75,897522.25
I33_RS16490,0.03015,0.22185,0.110285,3319234.25,896371.75
I33_RS16495,0.0362,0.2495,0.14505,3320031,895575
I33_RS16500,0,0.2612,0,3320772,894834
I33_RS16505,0.0141,0.2681,0.05274,3321945,893661
I33_RS16510,0.0266,0.2292,0.10003,3323158.5,892447.5
I33_RS16515,0.0209,0.3136,0.066345,3324926.25,890679.75
I33_RS16520,0.0045,0.281,0.01609,3326341,889265
I33_RS16525,0.0807,0.394,0.20489,3326976.5,888629.5
I33_RS16550,0.0439,0.3492,0.12575,3331176.5,884429.5
I33_RS16555,0.0287,0.3266,0.08784,3332488,883118
I33_RS16560,0.0742,0.4263,0.17416,3333902.5,881703.5
I33_RS16565,0.14,0.62625,0.220835,3335435.75,880170.25
I33_RS16570,0.0639,0.4266,0.14981,3337387.5,878218.5
I33_RS16580,0.0703,0.3153,0.22286,3338914.5,876691.5
I33_RS16590,0.0916,0.3125,0.2931,3339639.5,875966.5
I33_RS16605,0.0398,0.3959,0.1005,3341791,873815
I33_RS16610,0.0456,0.3833,0.11896,3343052,872554
I33_RS16615,0.0304,0.3692,0.081595,3345055.25,870550.75
I33_RS16630,0.0105,0.2675,0.03933,3348370,867236
I33_RS16635,0.0047,0.2219,0.02113,3349264,866342
I33_RS16640,0.02235,0.24165,0.09053,3350999,864607
I33_RS16645,0.0223,0.3275,0.068,3352499,863107
I33_RS16650,0.0561,0.4298,0.13045,3353352.5,862253.5
I33_RS16655,0.1063,0.6001,0.17714,3354154,861452
I33_RS16660,0.0949,0.39,0.24323,3354343.5,861262.5
I33_RS16665,0.001,0.1501,0.00648,3356291.5,859314.5
I33_RS16670,0.0031,0.195,0.01586,3357226.5,858379.5
I33_RS16675,0.0075,0.15705,0.04777,3358690.25,856915.75
I33_RS16680,0.0035,0.1248,0.0278,3360387.5,855218.5
I33_RS16685,0.0152,0.3106,0.04896,3361493.5,854112.5
I33_RS16690,0.0118,0.1788,0.06611,3362179,853427
I33_RS16700,0.0068,0.2951,0.02313,3362934.5,852671.5
I33_RS16705,0.0126,0.2256,0.05592,3363783,851823
I33_RS16710,0.0273,0.1613,0.16948,3364790,850816
I33_RS16715,0.0334,0.1936,0.17103,3365400.5,850205.5
I33_RS16720,0.0186,0.11395,0.18399,3366132.5,849473.5
I33_RS16725,0,0.2876,0,3366751,848855
I33_RS16730,0.0119,0.3573,0.03337,3367932,847674
I33_RS16765,0.0149,0.2643,0.05628,3375744.5,839861.5
I33_RS16770,0.0624,0.33345,0.2016075,3377488.25,838117.75
I33_RS16775,0.016,0.2681,0.05985,3378921,836685
I33_RS16780,0.0242,0.28475,0.0726,3379949,835657
I33_RS16800,0.0173,0.2171,0.07966,3383794,831812
I33_RS16805,0.01995,0.27595,0.06332,3385408.75,830197.25
I33_RS16810,0.0106,0.2864,0.03695,3387078.5,828527.5
I33_RS16820,0.017,0.1558,0.10939,3388550.5,827055.5
I33_RS16830,0.003,0.2058,0.01457,3389718,825888
I33_RS16835,0.0137,0.2363,0.0581,3390571.5,825034.5
I33_RS16840,0.0329,0.4234,0.07781,3391489.5,824116.5
I33_RS16845,0.0479,0.4641,0.10331,3392761,822845
I33_RS16850,0.0802,0.3757,0.21357,3393856.5,821749.5
I33_RS16855,0.0256,0.2626,0.09762,3394727.5,820878.5
I33_RS16865,0.023,0.3118,0.07368,3395585,820021
I33_RS16870,0.0328,0.2669,0.12281,3396479.5,819126.5
I33_RS16875,0.1125,0.3966,0.28374,3397309,818297
I33_RS16880,0.0145,0.29765,0.048005,3398466.75,817139.25
I33_RS16885,0.019,0.4146,0.04593,3399726,815880
I33_RS16890,0.0482,0.262,0.18388,3400827.5,814778.5
I33_RS16895,0.0584,0.3207,0.18201,3401200.5,814405.5
I33_RS16900,0.062925,0.347025,0.1750775,3403288.625,812317.375
I33_RS16910,0.0264,0.3265,0.08085,3406103,809503
I33_RS16920,0.0217,0.3384,0.06402,3407482,808124
I33_RS16930,0.004,0.2407,0.01672,3408712.5,806893.5
I33_RS16935,0.0273666666666667,0.481166666666667,0.0562033333333333,3410033.16666667,805572.833333333
I33_RS16940,0.0332,0.359966666666667,0.09562,3412771.83333333,802834.166666667
I33_RS16950,0.0175,0.2427,0.07128,3416253.5,799352.5
I33_RS16955,0.0375,0.3394,0.11062,3417746.5,797859.5
I33_RS16960,0.035,0.4053,0.08632,3418925,796681
I33_RS16965,0.0199,0.3529,0.0563,3420362,795244
I33_RS16975,0.01015,0.1951,0.041265,3421774,793832
I33_RS16980,0.0385,0.3622,0.10635,3423279,792327
I33_RS16990,0.0504,0.2877,0.17523,3424698,790908
I33_RS16995,0.0347,0.376,0.09232,3425652.5,789953.5
I33_RS17000,0.0313,0.2633,0.11879,3426387,789219
I33_RS17005,0.0221,0.4091,0.054075,3428690.75,786915.25
I33_RS17025,0.0106,0.3355,0.03148,3431455.5,784150.5
I33_RS17030,0.028,0.2843,0.09848,3433247.5,782358.5
I33_RS17050,0.0542,0.3246,0.16698,3435489,780117
I33_RS17060,0.0076,0.3207,0.0236,3437153,778453
I33_RS17065,0.03245,0.27435,0.119445,3438125.5,777480.5
I33_RS17080,0.0419,0.2984,0.14023,3439902.5,775703.5
I33_RS17095,0.0276,0.4705,0.05872,3442101.5,773504.5
I33_RS17100,0.0736,0.5563,0.13223,3443304.5,772301.5
I33_RS17105,0.0228,0.29025,0.08886,3443883,771723
I33_RS17110,0.0561,0.3723,0.15078,3444865.5,770740.5
I33_RS17115,0.0086,0.4296,0.02007,3445759.5,769846.5
I33_RS17120,0.0675,0.4427,0.15246,3447165,768441
I33_RS17130,2.0698,11.0957,0.18654,3448796,766810
I33_RS17135,0.0108,0.2222,0.04852,3450129,765477
I33_RS17155,0.0018,0.14795,0.008705,3454899.5,760706.5
I33_RS17160,0.00375,0.1663,0.02417,3456558.75,759047.25
I33_RS17175,0.0379,0.3625,0.10646,3460547.75,755058.25
I33_RS17180,0.009,0.3509,0.02575,3461761.5,753844.5
I33_RS17185,0.029,0.255,0.11375,3462677.5,752928.5
I33_RS17190,0.0172,0.3631,0.04751,3463800.5,751805.5
I33_RS17210,0.0175,0.3914,0.04567,3469109.5,746496.5
I33_RS17215,0.01165,0.29045,0.04336,3470996,744610
I33_RS17225,0.0622,0.4032,0.15419,3473719.5,741886.5
I33_RS17230,0.1969,0.8898,0.22465,3474744.5,740861.5
I33_RS17235,0.2024,1.7024,0.11892,3476279.5,739326.5
I33_RS17240,0.0098,0.17335,0.056525,3477920.5,737685.5
I33_RS17245,0.0037,0.0903,0.04097,3479790,735816
I33_RS17250,0.0059,0.1073,0.05464,3480789,734817
I33_RS17255,0.0021,0.06665,0.021745,3482732.25,732873.75
I33_RS17265,0.0113,0.4144,0.02724,3484769,730837
I33_RS17270,0.0077,0.3782,0.02035,3486212.5,729393.5
I33_RS17275,0.007,0.367,0.01915,3487312,728294
I33_RS17285,0.0419,0.2644,0.16229,3490182.75,725423.25
I33_RS17295,0.0477,0.3434,0.13893,3492172,723434
I33_RS17300,0.0108,0.3164,0.03408,3494240,721366
I33_RS17310,0.0193,0.243,0.07941,3495343,720263
I33_RS17315,0.0498,0.3177,0.152115,3496582.5,719023.5
I33_RS17320,0.026,0.3108,0.08353,3497982.5,717623.5
I33_RS17325,0.062,0.3427,0.18103,3498803,716803
I33_RS17345,0.0905,0.4431,0.20434,3500991.5,714614.5
I33_RS17355,0.0305,0.3837,0.07942,3504050,711556
I33_RS17360,0.0137,0.3332,0.04104,3505521.5,710084.5
I33_RS17365,0.018,0.331,0.05424,3506585,709021
I33_RS17385,0.0305,0.3592,0.08483,3510160.5,705445.5
I33_RS17395,0.0255,0.3334,0.07633,3511625.5,703980.5
I33_RS17400,0.0349,0.3599,0.09685,3513153,702453
I33_RS17410,0,0.2534,0,3513996,701610
I33_RS17415,0.0399,0.3746,0.10647,3514611,700995
I33_RS17420,0.0541,0.3802,0.14217,3515657,699949
I33_RS17425,0.0656,0.359,0.18288,3516561,699045
I33_RS17440,0.05325,0.3107,0.172745,3518879.75,696726.25
I33_RS17455,0.0446,0.3895,0.11458,3521628,693978
I33_RS17460,0.0251,0.3821,0.06578,3522718.5,692887.5
I33_RS17465,0.0339,0.3391,0.1,3523854.5,691751.5
I33_RS17470,0.0136,0.316,0.043,3524836.5,690769.5
I33_RS17480,0.016,0.2566,0.06226,3527305,688301
I33_RS17485,0.0196,0.283733333333333,0.0759566666666667,3529545.5,686060.5
I33_RS17490,0.0765,0.5045,0.15164,3531369.5,684236.5
I33_RS17520,0.0283333333333333,0.3311,0.0826533333333333,3538316.83333333,677289.166666667
I33_RS17525,0.0536,0.49325,0.10766,3541817.75,673788.25
I33_RS17605,0.0207,0.6039,0.03434,3559227.5,656378.5
I33_RS17610,0.01555,0.34865,0.044615,3560536.5,655069.5
I33_RS17620,0.0247,0.2837,0.0871,3561882,653724
I33_RS17630,0.0342,0.5724,0.05967,3563056,652550
I33_RS17635,0.0382,0.3735,0.10238,3563988.5,651617.5
I33_RS17650,0.0388,0.33555,0.116435,3566393.75,649212.25
I33_RS17655,0.0195,0.2919,0.06668,3567783,647823
I33_RS17665,0.0771,0.3234,0.23843,3568903,646703
I33_RS17670,0,0.1599,0,3569420.5,646185.5
I33_RS17675,0.0061,0.2393,0.02546,3571022.5,644583.5
I33_RS17685,0.0078,0.3811,0.0204,3571946,643660
I33_RS17705,0.0061,0.3216,0.01886,3573692.5,641913.5
I33_RS17720,0.0187,0.2712,0.06906,3576892,638714
I33_RS17730,0.0239,0.4242,0.05646,3578629.5,636976.5
I33_RS17740,0.3736,1.5768,0.2369,3580688.5,634917.5
I33_RS17745,0.918075,19.89945,0.0476725,3581935.125,633670.875
I33_RS17750,0.0577,0.5268,0.10958,3582552.5,633053.5
I33_RS17760,0.0269,0.4303,0.06248,3583941,631665
I33_RS17770,0.0386666666666667,0.360433333333333,0.116336666666667,3585345.83333333,630260.166666667
I33_RS17775,0.0378,0.2953,0.12799,3586912.5,628693.5
I33_RS17780,0.0067,0.3193,0.02111,3587870,627736
I33_RS17785,0.0169,0.3309,0.05107,3588777,626829
I33_RS17800,0.05,0.3823,0.13069,3590051.5,625554.5
I33_RS17805,0.0256,0.3836,0.0666,3590935.5,624670.5
I33_RS17810,0.0313,0.3622,0.08634,3592132,623474
I33_RS17815,0.0318,0.3716,0.0855,3592929,622677
I33_RS17820,0.0163,0.2287,0.07139,3593823.5,621782.5
I33_RS17825,0.0047,0.3296,0.01415,3594708,620898
I33_RS17835,0.0371,0.3903,0.095,3595948,619658
I33_RS17840,0.0517,0.3793,0.13634,3596910,618696
I33_RS17845,0.0268,0.3573,0.07508,3597653,617953
I33_RS17865,0.036,0.4024,0.08939,3599974.5,615631.5
I33_RS17905,0.02015,0.2543,0.09613,3607081.5,608524.5
I33_RS17910,0.02605,0.2755,0.09494,3608858,606748
I33_RS17920,0.0108,0.3222,0.03367,3611500.5,604105.5
I33_RS17940,0.0075,0.3014,0.03337,3614584.25,601021.75
I33_RS17955,0.0146,0.2412,0.0607,3618642.5,596963.5
I33_RS17960,0.0213,0.2519,0.08445,3620948.5,594657.5
I33_RS17980,0.0115,0.21055,0.058085,3623727.75,591878.25
I33_RS17985,0.026,0.20025,0.17012,3625539.25,590066.75
I33_RS17995,0.0041,0.2802,0.01477,3627630.5,587975.5
I33_RS18005,0.03128,0.27126,0.121818,3631564.1,584041.9
I33_RS18010,0.0786,0.8303,0.09465,3633659,581947
I33_RS18015,0.0549,0.2275,0.24122,3634589.5,581016.5
I33_RS18020,0.226,1.5222,0.14846,3635124.5,580481.5
I33_RS18025,0.0504333333333333,0.493533333333333,0.0860066666666667,3636126.66666667,579479.333333333
I33_RS18030,0.02235,0.3717,0.060175,3637394.75,578211.25
I33_RS18045,0.037,0.229866666666667,0.166533333333333,3640429.16666667,575176.833333333
I33_RS18055,0.0492,0.2628,0.18706,3641466.5,574139.5
I33_RS18060,0.0492,0.3087,0.15133,3642422,573184
I33_RS18065,0.02,0.2563,0.07784,3644086.5,571519.5
I33_RS18070,0.002,0.1416,0.01392,3644951.5,570654.5
I33_RS18075,0.0022,0.2507,0.00877,3645957.5,569648.5
I33_RS18080,0.0906,0.4051,0.22365,3647078,568528
I33_RS18090,0.0027,0.3153,0.00869,3649192,566414
I33_RS18110,0.1832,2.353,0.07785,3651476,564130
I33_RS18115,0.5034,7.1829,0.07008,3652222,563384
I33_RS18120,0.24835,5.53485,0.04834,3654065,561541
I33_RS18130,0.2261,3.4644,0.06525,3655837.5,559768.5
I33_RS18135,0.3323,3.1942,0.10403,3656362.5,559243.5
I33_RS18145,0.26,3.6568,0.07109,3657483.5,558122.5
I33_RS18150,0.5797,26.0105,0.02229,3659213,556393
I33_RS18155,0.719266666666667,23.7336333333333,0.0423233333333333,3661339.5,554266.5
I33_RS18165,1.2786,169.8883,0.00753,3662896.5,552709.5
I33_RS18185,0.0584,2.879,0.02029,3666068,549538
I33_RS18225,0.2182,5.2587,0.04149,3675579,540027
I33_RS18255,0.37475,107.42635,0.003465,3681256.25,534349.75
I33_RS18260,0.74,16.3112,0.04537,3683005,532601
I33_RS18270,0.0661,0.3886,0.17013,3686147,529459
I33_RS18285,0.0553,0.3598,0.15381,3688069,527537
I33_RS18300,0.1058,1.3501,0.07838,3690819,524787
I33_RS18305,0.1142,0.8427,0.13555,3691937,523669
I33_RS18320,0.11705,2.20145,0.06759,3695234.75,520371.25
I33_RS18345,0.01475,0.30965,0.03907,3698799.25,516806.75
I33_RS18355,0.0035,0.1505,0.02304,3700036.5,515569.5
I33_RS18370,0.0488,0.3524,0.13847,3703471.5,512134.5
I33_RS18380,0.0227,0.4703,0.04823,3704422.5,511183.5
I33_RS18385,0.0107,0.2635,0.04066,3705649,509957
I33_RS18390,0.04865,0.3786,0.126615,3707698,507908
I33_RS18400,0.0146,0.2499,0.05851,3709182.5,506423.5
I33_RS18405,0.05105,0.85655,0.055295,3711205.25,504400.75
I33_RS18430,0.0475,0.4604,0.10315,3716554.5,499051.5
I33_RS18440,0.0646,0.38025,0.194295,3718632.25,496973.75
I33_RS18445,0.0541,0.3901,0.13867,3719922.5,495683.5
I33_RS18455,0.0195,0.388266666666667,0.04983,3721715.83333333,493890.166666667
I33_RS18485,0.02,0.396566666666667,0.0487866666666667,3727223,488383
I33_RS18490,0.2257,0.7743,0.29152,3727908,487698
I33_RS18500,0.0279,0.278,0.10047,3730149,485457
I33_RS18505,0.05845,0.28865,0.200105,3731781.25,483824.75
I33_RS18510,0.0154,0.1511,0.10205,3732904,482702
I33_RS18520,0.024,0.2637,0.09102,3734649.5,480956.5
I33_RS18535,0.0144,0.3691,0.03892,3736840.5,478765.5
I33_RS18560,0.021,0.1532,0.13693,3740376.5,475229.5
I33_RS18565,0.0485,0.3969,0.131235,3742338.75,473267.25
I33_RS18570,0.01195,0.2249,0.05981,3744412.75,471193.25
I33_RS18575,0.0134,0.2589,0.05156,3745840.5,469765.5
I33_RS18580,0.0262,0.3803,0.06898,3746685,468921
I33_RS18585,0.0014,0.0947,0.01488,3747754.5,467851.5
I33_RS18590,0,0.0713,0,3748561.5,467044.5
I33_RS18595,0.01185,0.24555,0.045525,3749670.25,465935.75
